Episode 84/2000, Total Reward: 16, Epsilon: 0.991634764908643
Episode 85/2000, Total Reward: -74, Epsilon: 0.9915356014321521
Episode 86/2000, Total Reward: 80, Epsilon: 0.9914364478720089
Episode 87/2000, Total Reward: -10, Epsilon: 0.9913373042272218
Episode 88/2000, Total Reward: -74, Epsilon: 0.9912381704967991
Episode 89/2000, Total Reward: -72, Epsilon: 0.9911390466797494
Episode 90/2000, Total Reward: 16, Epsilon: 0.9910399327750814
Episode 91/2000, Total Reward: 16, Epsilon: 0.9909408287818039
Episode 92/2000, Total Reward: -42, Epsilon: 0.9908417346989258
Episode 93/2000, Total Reward: -42, Epsilon: 0.9907426505254558
Episode 94/2000, Total Reward: 22, Epsilon: 0.9906435762604033
Episode 95/2000, Total Reward: -10, Epsilon: 0.9905445119027773
Episode 96/2000, Total Reward: 16, Epsilon: 0.990445457451587
Episode 97/2000, Total Reward: 22, Epsilon: 0.9903464129058418
Episode 98/2000, Total Reward: -42, Epsilon: 0.9902473782645512
Episode 99/2000, Total Reward: -74, Epsilon: 0.9901483535267248
Episode 100/2000, Total Reward: 80, Epsilon: 0.9900493386913721
Episode 101/2000, Total Reward: -42, Epsilon: 0.989950333757503
Episode 102/2000, Total Reward: -42, Epsilon: 0.9898513387241272
Episode 103/2000, Total Reward: -74, Epsilon: 0.9897523535902548
Episode 104/2000, Total Reward: 16, Epsilon: 0.9896533783548958
Episode 105/2000, Total Reward: 48, Epsilon: 0.9895544130170603
Episode 106/2000, Total Reward: -10, Epsilon: 0.9894554575757586
Episode 107/2000, Total Reward: 22, Epsilon: 0.9893565120300011
Episode 108/2000, Total Reward: -42, Epsilon: 0.9892575763787981
Episode 109/2000, Total Reward: 80, Epsilon: 0.9891586506211602
Episode 110/2000, Total Reward: 80, Epsilon: 0.9890597347560981
Episode 111/2000, Total Reward: 16, Epsilon: 0.9889608287826225
Episode 112/2000, Total Reward: -74, Epsilon: 0.9888619326997442
Episode 113/2000, Total Reward: -42, Epsilon: 0.9887630465064743
Episode 114/2000, Total Reward: 16, Epsilon: 0.9886641702018236
Episode 115/2000, Total Reward: 16, Epsilon: 0.9885653037848035
Episode 116/2000, Total Reward: 16, Epsilon: 0.988466447254425
Episode 117/2000, Total Reward: -42, Epsilon: 0.9883676006096995
Episode 118/2000, Total Reward: 80, Epsilon: 0.9882687638496386
Episode 119/2000, Total Reward: 16, Epsilon: 0.9881699369732536
Episode 120/2000, Total Reward: -10, Epsilon: 0.9880711199795563
Episode 121/2000, Total Reward: -74, Epsilon: 0.9879723128675584
Episode 122/2000, Total Reward: -74, Epsilon: 0.9878735156362717
Episode 123/2000, Total Reward: 16, Epsilon: 0.987774728284708
Episode 124/2000, Total Reward: -42, Epsilon: 0.9876759508118795
Episode 125/2000, Total Reward: -74, Epsilon: 0.9875771832167983
Episode 126/2000, Total Reward: 16, Epsilon: 0.9874784254984766
Episode 127/2000, Total Reward: 48, Epsilon: 0.9873796776559268
Episode 128/2000, Total Reward: 22, Epsilon: 0.9872809396881612
edge already selected: 22
Episode 129/2000, Total Reward: -9999999984, Epsilon: 0.9871822115941924
Episode 130/2000, Total Reward: -42, Epsilon: 0.987083493373033
Episode 131/2000, Total Reward: -74, Epsilon: 0.9869847850236957
Episode 132/2000, Total Reward: 48, Epsilon: 0.9868860865451933
Episode 133/2000, Total Reward: 16, Epsilon: 0.9867873979365388
Episode 134/2000, Total Reward: 16, Epsilon: 0.9866887191967452
Episode 135/2000, Total Reward: 254, Epsilon: 0.9865900503248255
Episode 136/2000, Total Reward: 16, Epsilon: 0.986491391319793
Episode 137/2000, Total Reward: -42, Epsilon: 0.9863927421806611
Episode 138/2000, Total Reward: 16, Epsilon: 0.986294102906443
Episode 139/2000, Total Reward: 16, Epsilon: 0.9861954734961524
Episode 140/2000, Total Reward: -74, Epsilon: 0.9860968539488029
Episode 141/2000, Total Reward: 16, Epsilon: 0.985998244263408
Episode 142/2000, Total Reward: -74, Epsilon: 0.9858996444389817
Episode 143/2000, Total Reward: 48, Epsilon: 0.9858010544745378
Episode 144/2000, Total Reward: 80, Epsilon: 0.9857024743690904
edge already selected: 8
Episode 145/2000, Total Reward: -10000000074, Epsilon: 0.9856039041216536
Episode 146/2000, Total Reward: 16, Epsilon: 0.9855053437312414
Episode 147/2000, Total Reward: 16, Epsilon: 0.9854067931968683
edge already selected: 7
Episode 148/2000, Total Reward: -10000000074, Epsilon: 0.9853082525175486
Episode 149/2000, Total Reward: 48, Epsilon: 0.9852097216922968
Episode 150/2000, Total Reward: 22, Epsilon: 0.9851112007201276
Episode 151/2000, Total Reward: -42, Epsilon: 0.9850126896000556
Episode 152/2000, Total Reward: -74, Epsilon: 0.9849141883310956
Episode 153/2000, Total Reward: -74, Epsilon: 0.9848156969122625
Episode 154/2000, Total Reward: -42, Epsilon: 0.9847172153425713
edge already selected: 5
Episode 155/2000, Total Reward: -10000000074, Epsilon: 0.9846187436210371
Episode 156/2000, Total Reward: 48, Epsilon: 0.9845202817466749
Episode 157/2000, Total Reward: 16, Epsilon: 0.9844218297185002
Episode 158/2000, Total Reward: 48, Epsilon: 0.9843233875355284
Episode 159/2000, Total Reward: 80, Epsilon: 0.9842249551967749
Episode 160/2000, Total Reward: 22, Epsilon: 0.9841265327012553
Episode 161/2000, Total Reward: 16, Epsilon: 0.9840281200479851
Episode 162/2000, Total Reward: -42, Epsilon: 0.9839297172359803
Episode 163/2000, Total Reward: -42, Epsilon: 0.9838313242642568
Episode 164/2000, Total Reward: -42, Epsilon: 0.9837329411318304
Episode 165/2000, Total Reward: 16, Epsilon: 0.9836345678377172
edge already selected: 20
Episode 166/2000, Total Reward: -9999999952, Epsilon: 0.9835362043809335
Episode 167/2000, Total Reward: -74, Epsilon: 0.9834378507604954
Episode 168/2000, Total Reward: 16, Epsilon: 0.9833395069754194
Episode 169/2000, Total Reward: 16, Epsilon: 0.9832411730247218
Episode 170/2000, Total Reward: 16, Epsilon: 0.9831428489074193
Episode 171/2000, Total Reward: 22, Epsilon: 0.9830445346225286
Episode 172/2000, Total Reward: -74, Epsilon: 0.9829462301690663
Episode 173/2000, Total Reward: -74, Epsilon: 0.9828479355460494
Episode 174/2000, Total Reward: 16, Epsilon: 0.9827496507524949
Episode 175/2000, Total Reward: -42, Epsilon: 0.9826513757874197
Episode 176/2000, Total Reward: -42, Epsilon: 0.982553110649841
Episode 177/2000, Total Reward: -42, Epsilon: 0.982454855338776
Episode 178/2000, Total Reward: -10, Epsilon: 0.9823566098532421
Episode 179/2000, Total Reward: -10, Epsilon: 0.9822583741922568
Episode 180/2000, Total Reward: -10, Epsilon: 0.9821601483548376
Episode 181/2000, Total Reward: 48, Epsilon: 0.982061932340002
Episode 182/2000, Total Reward: -42, Epsilon: 0.9819637261467681
Episode 183/2000, Total Reward: 16, Epsilon: 0.9818655297741534
Episode 184/2000, Total Reward: -42, Epsilon: 0.981767343221176
Episode 185/2000, Total Reward: -74, Epsilon: 0.9816691664868539
Episode 186/2000, Total Reward: 16, Epsilon: 0.9815709995702052
Episode 187/2000, Total Reward: -74, Epsilon: 0.9814728424702482
Episode 188/2000, Total Reward: -74, Epsilon: 0.9813746951860012
Episode 189/2000, Total Reward: 16, Epsilon: 0.9812765577164826
Episode 190/2000, Total Reward: 16, Epsilon: 0.9811784300607109
Episode 191/2000, Total Reward: -42, Epsilon: 0.9810803122177049
Episode 192/2000, Total Reward: 16, Epsilon: 0.9809822041864831
Episode 193/2000, Total Reward: 16, Epsilon: 0.9808841059660645
Episode 194/2000, Total Reward: -74, Epsilon: 0.9807860175554679
Episode 195/2000, Total Reward: 16, Epsilon: 0.9806879389537123
Episode 196/2000, Total Reward: -74, Epsilon: 0.9805898701598169
Episode 197/2000, Total Reward: -42, Epsilon: 0.9804918111728009
Episode 198/2000, Total Reward: -42, Epsilon: 0.9803937619916837
Episode 199/2000, Total Reward: 16, Epsilon: 0.9802957226154846
Episode 200/2000, Total Reward: 22, Epsilon: 0.980197693043223
Episode 201/2000, Total Reward: 16, Epsilon: 0.9800996732739187
Episode 202/2000, Total Reward: -42, Epsilon: 0.9800016633065913
edge already selected: 6
Episode 203/2000, Total Reward: -10000000042, Epsilon: 0.9799036631402607
Episode 204/2000, Total Reward: -74, Epsilon: 0.9798056727739467
Episode 205/2000, Total Reward: -42, Epsilon: 0.9797076922066693
Episode 206/2000, Total Reward: -74, Epsilon: 0.9796097214374486
Episode 207/2000, Total Reward: 16, Epsilon: 0.9795117604653049
Episode 208/2000, Total Reward: -74, Epsilon: 0.9794138092892584
Episode 209/2000, Total Reward: -42, Epsilon: 0.9793158679083295
Episode 210/2000, Total Reward: -42, Epsilon: 0.9792179363215386
edge already selected: 1
Episode 211/2000, Total Reward: -10000000010, Epsilon: 0.9791200145279065
Episode 212/2000, Total Reward: 16, Epsilon: 0.9790221025264537
Episode 213/2000, Total Reward: 16, Epsilon: 0.9789242003162011
Episode 214/2000, Total Reward: 16, Epsilon: 0.9788263078961694
Episode 215/2000, Total Reward: -42, Epsilon: 0.9787284252653798
Episode 216/2000, Total Reward: -74, Epsilon: 0.9786305524228534
Episode 217/2000, Total Reward: -42, Epsilon: 0.9785326893676111
Episode 218/2000, Total Reward: 16, Epsilon: 0.9784348360986743
Episode 219/2000, Total Reward: 48, Epsilon: 0.9783369926150645
Episode 220/2000, Total Reward: -74, Epsilon: 0.9782391589158029
Episode 221/2000, Total Reward: 16, Epsilon: 0.9781413349999114
edge already selected: 1
Episode 222/2000, Total Reward: -10000000010, Epsilon: 0.9780435208664114
Episode 223/2000, Total Reward: 16, Epsilon: 0.9779457165143248
Episode 224/2000, Total Reward: 22, Epsilon: 0.9778479219426734
Episode 225/2000, Total Reward: -74, Epsilon: 0.9777501371504792
Episode 226/2000, Total Reward: -42, Epsilon: 0.9776523621367642
Episode 227/2000, Total Reward: -74, Epsilon: 0.9775545969005506
Episode 228/2000, Total Reward: -74, Epsilon: 0.9774568414408605
Episode 229/2000, Total Reward: 80, Epsilon: 0.9773590957567164
edge already selected: 1
edge already selected: 1
Episode 230/2000, Total Reward: -19999999952, Epsilon: 0.9772613598471408
Episode 231/2000, Total Reward: -74, Epsilon: 0.9771636337111561
edge already selected: 1
Episode 232/2000, Total Reward: -10000000042, Epsilon: 0.977065917347785
Episode 233/2000, Total Reward: 16, Epsilon: 0.9769682107560502
Episode 234/2000, Total Reward: -74, Epsilon: 0.9768705139349746
Episode 235/2000, Total Reward: -74, Epsilon: 0.9767728268835811
Episode 236/2000, Total Reward: -42, Epsilon: 0.9766751496008927
Episode 237/2000, Total Reward: -10, Epsilon: 0.9765774820859326
Episode 238/2000, Total Reward: 16, Epsilon: 0.9764798243377241
Episode 239/2000, Total Reward: -42, Epsilon: 0.9763821763552903
edge already selected: 1
Episode 240/2000, Total Reward: -10000000042, Epsilon: 0.9762845381376548
Episode 241/2000, Total Reward: -74, Epsilon: 0.976186909683841
Episode 242/2000, Total Reward: 16, Epsilon: 0.9760892909928727
Episode 243/2000, Total Reward: -74, Epsilon: 0.9759916820637734
Episode 244/2000, Total Reward: 16, Epsilon: 0.975894082895567
Episode 245/2000, Total Reward: -42, Epsilon: 0.9757964934872775
Episode 246/2000, Total Reward: -74, Epsilon: 0.9756989138379287
edge already selected: 1
Episode 247/2000, Total Reward: -9999999952, Epsilon: 0.975601343946545
Episode 248/2000, Total Reward: 48, Epsilon: 0.9755037838121503
Episode 249/2000, Total Reward: -74, Epsilon: 0.9754062334337691
edge already selected: 1
Episode 250/2000, Total Reward: -9999999984, Epsilon: 0.9753086928104258
Episode 251/2000, Total Reward: 16, Epsilon: 0.9752111619411448
Episode 252/2000, Total Reward: -42, Epsilon: 0.9751136408249507
edge already selected: 1
Episode 253/2000, Total Reward: -9999999984, Epsilon: 0.9750161294608681
Episode 254/2000, Total Reward: 16, Epsilon: 0.974918627847922
Episode 255/2000, Total Reward: -10, Epsilon: 0.9748211359851373
Episode 256/2000, Total Reward: -74, Epsilon: 0.9747236538715388
Episode 257/2000, Total Reward: 16, Epsilon: 0.9746261815061517
Episode 258/2000, Total Reward: -42, Epsilon: 0.9745287188880011
Episode 259/2000, Total Reward: 16, Epsilon: 0.9744312660161123
edge already selected: 0
Episode 260/2000, Total Reward: -9999999920, Epsilon: 0.9743338228895106
Episode 261/2000, Total Reward: -74, Epsilon: 0.9742363895072217
Episode 262/2000, Total Reward: -10, Epsilon: 0.974138965868271
Episode 263/2000, Total Reward: 16, Epsilon: 0.9740415519716842
Episode 264/2000, Total Reward: 16, Epsilon: 0.973944147816487
Episode 265/2000, Total Reward: -74, Epsilon: 0.9738467534017053
edge already selected: 0
Episode 266/2000, Total Reward: -10000000042, Epsilon: 0.9737493687263652
Episode 267/2000, Total Reward: -74, Epsilon: 0.9736519937894925
Episode 268/2000, Total Reward: -10, Epsilon: 0.9735546285901135
Episode 269/2000, Total Reward: -74, Epsilon: 0.9734572731272545
Episode 270/2000, Total Reward: -10, Epsilon: 0.9733599273999418
Episode 271/2000, Total Reward: 48, Epsilon: 0.9732625914072018
Episode 272/2000, Total Reward: -42, Epsilon: 0.9731652651480611
Episode 273/2000, Total Reward: -74, Epsilon: 0.9730679486215463
Episode 274/2000, Total Reward: 16, Epsilon: 0.9729706418266841
Episode 275/2000, Total Reward: -10, Epsilon: 0.9728733447625014
Episode 276/2000, Total Reward: 16, Epsilon: 0.9727760574280252
Episode 277/2000, Total Reward: 254, Epsilon: 0.9726787798222825
edge already selected: 0
Episode 278/2000, Total Reward: -10000000042, Epsilon: 0.9725815119443002
Episode 279/2000, Total Reward: 80, Epsilon: 0.9724842537931058
Episode 280/2000, Total Reward: -42, Epsilon: 0.9723870053677265
Episode 281/2000, Total Reward: 48, Epsilon: 0.9722897666671897
Episode 282/2000, Total Reward: -74, Epsilon: 0.9721925376905229
Episode 283/2000, Total Reward: -74, Epsilon: 0.9720953184367539
edge already selected: 0
Episode 284/2000, Total Reward: -10000000010, Epsilon: 0.9719981089049102
Episode 285/2000, Total Reward: 48, Epsilon: 0.9719009090940197
edge already selected: 0
Episode 286/2000, Total Reward: -10000000074, Epsilon: 0.9718037190031104
Episode 287/2000, Total Reward: -42, Epsilon: 0.97170653863121
Episode 288/2000, Total Reward: 16, Epsilon: 0.9716093679773469
Episode 289/2000, Total Reward: 16, Epsilon: 0.9715122070405492
Episode 290/2000, Total Reward: 16, Epsilon: 0.9714150558198451
Episode 291/2000, Total Reward: 16, Epsilon: 0.9713179143142632
Episode 292/2000, Total Reward: -42, Epsilon: 0.9712207825228317
Episode 293/2000, Total Reward: 48, Epsilon: 0.9711236604445794
Episode 294/2000, Total Reward: -42, Epsilon: 0.971026548078535
Episode 295/2000, Total Reward: -42, Epsilon: 0.9709294454237271
Episode 296/2000, Total Reward: -10, Epsilon: 0.9708323524791846
Episode 297/2000, Total Reward: -74, Epsilon: 0.9707352692439367
Episode 298/2000, Total Reward: -74, Epsilon: 0.9706381957170124
Episode 299/2000, Total Reward: -74, Epsilon: 0.9705411318974407
Episode 300/2000, Total Reward: -42, Epsilon: 0.970444077784251
edge already selected: 0
Episode 301/2000, Total Reward: -9999999952, Epsilon: 0.9703470333764725
Episode 302/2000, Total Reward: 16, Epsilon: 0.9702499986731349
Episode 303/2000, Total Reward: 16, Epsilon: 0.9701529736732676
Episode 304/2000, Total Reward: 16, Epsilon: 0.9700559583759003
Episode 305/2000, Total Reward: 16, Epsilon: 0.9699589527800627
Episode 306/2000, Total Reward: -74, Epsilon: 0.9698619568847847
Episode 307/2000, Total Reward: -74, Epsilon: 0.9697649706890963
Episode 308/2000, Total Reward: 22, Epsilon: 0.9696679941920274
Episode 309/2000, Total Reward: 16, Epsilon: 0.9695710273926083
edge already selected: 0
Episode 310/2000, Total Reward: -10000000010, Epsilon: 0.969474070289869
Episode 311/2000, Total Reward: -74, Epsilon: 0.9693771228828401
Episode 312/2000, Total Reward: 16, Epsilon: 0.9692801851705518
Episode 313/2000, Total Reward: -10, Epsilon: 0.9691832571520348
Episode 314/2000, Total Reward: 16, Epsilon: 0.9690863388263196
Episode 315/2000, Total Reward: 48, Epsilon: 0.9689894301924369
edge already selected: 0
edge already selected: 0
Episode 316/2000, Total Reward: -19999999978, Epsilon: 0.9688925312494177
Episode 317/2000, Total Reward: -74, Epsilon: 0.9687956419962928
Episode 318/2000, Total Reward: 16, Epsilon: 0.9686987624320932
Episode 319/2000, Total Reward: 48, Epsilon: 0.9686018925558499
Episode 320/2000, Total Reward: -74, Epsilon: 0.9685050323665944
Episode 321/2000, Total Reward: -42, Epsilon: 0.9684081818633578
Episode 322/2000, Total Reward: 16, Epsilon: 0.9683113410451715
Episode 323/2000, Total Reward: 16, Epsilon: 0.968214509911067
Episode 324/2000, Total Reward: 48, Epsilon: 0.9681176884600758
Episode 325/2000, Total Reward: -42, Epsilon: 0.9680208766912298
Episode 326/2000, Total Reward: 16, Epsilon: 0.9679240746035607
Episode 327/2000, Total Reward: -74, Epsilon: 0.9678272821961004
Episode 328/2000, Total Reward: 16, Epsilon: 0.9677304994678808
Episode 329/2000, Total Reward: 48, Epsilon: 0.967633726417934
Episode 330/2000, Total Reward: -42, Epsilon: 0.9675369630452922
edge already selected: 0
Episode 331/2000, Total Reward: -9999999984, Epsilon: 0.9674402093489878
Episode 332/2000, Total Reward: -74, Epsilon: 0.9673434653280529
Episode 333/2000, Total Reward: 16, Epsilon: 0.9672467309815201
Episode 334/2000, Total Reward: -10, Epsilon: 0.967150006308422
Episode 335/2000, Total Reward: -42, Epsilon: 0.9670532913077912
Episode 336/2000, Total Reward: 16, Epsilon: 0.9669565859786604
Episode 337/2000, Total Reward: 16, Epsilon: 0.9668598903200626
Episode 338/2000, Total Reward: -74, Epsilon: 0.9667632043310306
Episode 339/2000, Total Reward: 48, Epsilon: 0.9666665280105975
Episode 340/2000, Total Reward: -42, Epsilon: 0.9665698613577964
Episode 341/2000, Total Reward: 16, Epsilon: 0.9664732043716606
edge already selected: 0
Episode 342/2000, Total Reward: -10000000010, Epsilon: 0.9663765570512235
Episode 343/2000, Total Reward: -10, Epsilon: 0.9662799193955184
Episode 344/2000, Total Reward: -42, Epsilon: 0.9661832914035788
Episode 345/2000, Total Reward: -74, Epsilon: 0.9660866730744385
edge already selected: 0
edge already selected: 0
edge already selected: 0
Episode 346/2000, Total Reward: -29999999984, Epsilon: 0.9659900644071311
Episode 347/2000, Total Reward: -74, Epsilon: 0.9658934654006904
edge already selected: 0
Episode 348/2000, Total Reward: -10000000010, Epsilon: 0.9657968760541503
Episode 349/2000, Total Reward: -10, Epsilon: 0.9657002963665449
Episode 350/2000, Total Reward: 48, Epsilon: 0.9656037263369083
Episode 351/2000, Total Reward: -74, Epsilon: 0.9655071659642745
Episode 352/2000, Total Reward: 48, Epsilon: 0.9654106152476781
Episode 353/2000, Total Reward: -42, Epsilon: 0.9653140741861533
edge already selected: 0
Episode 354/2000, Total Reward: -10000000074, Epsilon: 0.9652175427787347
Episode 355/2000, Total Reward: 16, Epsilon: 0.9651210210244568
Episode 356/2000, Total Reward: -74, Epsilon: 0.9650245089223544
Episode 357/2000, Total Reward: 48, Epsilon: 0.9649280064714622
edge already selected: 0
Episode 358/2000, Total Reward: -9999999984, Epsilon: 0.964831513670815
Episode 359/2000, Total Reward: 16, Epsilon: 0.9647350305194479
Episode 360/2000, Total Reward: 16, Epsilon: 0.9646385570163959
Episode 361/2000, Total Reward: 16, Epsilon: 0.9645420931606943
Episode 362/2000, Total Reward: -74, Epsilon: 0.9644456389513782
Episode 363/2000, Total Reward: 16, Epsilon: 0.9643491943874831
Episode 364/2000, Total Reward: -42, Epsilon: 0.9642527594680443
Episode 365/2000, Total Reward: 48, Epsilon: 0.9641563341920976
Episode 366/2000, Total Reward: -10, Epsilon: 0.9640599185586783
Episode 367/2000, Total Reward: 16, Epsilon: 0.9639635125668224
Episode 368/2000, Total Reward: 80, Epsilon: 0.9638671162155658
Episode 369/2000, Total Reward: 16, Epsilon: 0.9637707295039442
Episode 370/2000, Total Reward: -42, Epsilon: 0.9636743524309938
Episode 371/2000, Total Reward: 22, Epsilon: 0.9635779849957506
Episode 372/2000, Total Reward: 80, Epsilon: 0.9634816271972511
Episode 373/2000, Total Reward: 16, Epsilon: 0.9633852790345313
Episode 374/2000, Total Reward: -74, Epsilon: 0.9632889405066278
Episode 375/2000, Total Reward: 112, Epsilon: 0.9631926116125772
Episode 376/2000, Total Reward: -74, Epsilon: 0.9630962923514159
Episode 377/2000, Total Reward: -42, Epsilon: 0.9629999827221808
Episode 378/2000, Total Reward: -10, Epsilon: 0.9629036827239086
edge already selected: 0
Episode 379/2000, Total Reward: -9999999952, Epsilon: 0.9628073923556362
edge already selected: 0
Episode 380/2000, Total Reward: -9999999984, Epsilon: 0.9627111116164007
Episode 381/2000, Total Reward: -42, Epsilon: 0.962614840505239
Episode 382/2000, Total Reward: 16, Epsilon: 0.9625185790211885
Episode 383/2000, Total Reward: 16, Epsilon: 0.9624223271632865
Episode 384/2000, Total Reward: -10, Epsilon: 0.9623260849305701
Episode 385/2000, Total Reward: -74, Epsilon: 0.9622298523220771
Episode 386/2000, Total Reward: -42, Epsilon: 0.962133629336845
Episode 387/2000, Total Reward: -74, Epsilon: 0.9620374159739113
Episode 388/2000, Total Reward: -74, Epsilon: 0.961941212232314
Episode 389/2000, Total Reward: 16, Epsilon: 0.9618450181110908
Episode 390/2000, Total Reward: 16, Epsilon: 0.9617488336092797
Episode 391/2000, Total Reward: -74, Epsilon: 0.9616526587259188
Episode 392/2000, Total Reward: -74, Epsilon: 0.9615564934600462
edge already selected: 0
Episode 393/2000, Total Reward: -9999999984, Epsilon: 0.9614603378107003
Episode 394/2000, Total Reward: -74, Epsilon: 0.9613641917769192
Episode 395/2000, Total Reward: 22, Epsilon: 0.9612680553577415
edge already selected: 0
edge already selected: 0
edge already selected: 0
Episode 396/2000, Total Reward: -30000000074, Epsilon: 0.9611719285522058
Episode 397/2000, Total Reward: -42, Epsilon: 0.9610758113593506
Episode 398/2000, Total Reward: 22, Epsilon: 0.9609797037782147
edge already selected: 0
Episode 399/2000, Total Reward: -9999999984, Epsilon: 0.9608836058078369
